dataset_id,pmid,cell_type
N1_ncbi_literature,41811880,Treg
N1_ncbi_literature,41811900,Treg
N1_ncbi_literature,41811912,Naive CD4 T cell
N1_ncbi_literature,41812738,Treg
N1_ncbi_literature,41813374,Treg
N1_ncbi_literature,41813518,Treg
N1_ncbi_literature,41814664,Treg
N1_ncbi_literature,41814706,Treg
N1_ncbi_literature,41814833,Treg
N1_ncbi_literature,41816349,Treg
N1_ncbi_literature,41818892,Treg
N1_ncbi_literature,41820332,Memory CD4 T cell
N1_ncbi_literature,41821014,Treg
N1_ncbi_literature,41822494,Treg
N1_ncbi_literature,41822518,MAIT
N1_ncbi_literature,41822518,Treg
N1_ncbi_literature,41824632,Memory CD8 T cell
N1_ncbi_literature,41825880,gamma delta T
N1_ncbi_literature,41827835,gamma delta T
N1_ncbi_literature,41827836,MAIT
N1_ncbi_literature,41828664,Memory CD4 T cell
N1_ncbi_literature,41828664,Naive CD8 T cell
N1_ncbi_literature,41832395,Treg
N1_ncbi_literature,41832599,Treg
N1_ncbi_literature,41833107,Treg
N1_ncbi_literature,41833687,Treg
N1_ncbi_literature,41836171,Treg
N1_ncbi_literature,41836384,Proliferating T cell
N1_ncbi_literature,41837289,Memory CD4 T cell
N1_ncbi_literature,41838023,Memory CD8 T cell
N1_ncbi_literature,41838722,Treg
N1_ncbi_literature,41839584,Treg
N1_ncbi_literature,41843768,Treg
N1_ncbi_literature,41843927,Treg
N1_ncbi_literature,41844277,Treg
N1_ncbi_literature,41844609,Treg
N1_ncbi_literature,41854876,Treg
N1_ncbi_literature,41857206,Naive CD4 T cell
N1_ncbi_literature,41857650,Treg
N1_ncbi_literature,41858165,MAIT
N1_ncbi_literature,41858855,Treg
N1_ncbi_literature,41860697,Treg
N1_ncbi_literature,41860926,Treg
N1_ncbi_literature,41861255,Treg
N1_ncbi_literature,41863717,Treg
N1_ncbi_literature,41864664,Treg
N1_ncbi_literature,41869303,Treg
N1_ncbi_literature,41869327,Memory CD4 T cell
N1_ncbi_literature,41869327,Naive CD4 T cell
N1_ncbi_literature,41869342,Treg
N1_ncbi_literature,41869351,Treg
N1_ncbi_literature,41872444,Treg
N1_ncbi_literature,41873528,Treg
N1_ncbi_literature,41875927,Memory CD4 T cell
N1_ncbi_literature,41875927,Treg
N1_ncbi_literature,41876467,Memory CD8 T cell
N1_ncbi_literature,41876535,Naive CD4 T cell
N1_ncbi_literature,41878425,Naive CD4 T cell
N1_ncbi_literature,41878425,Treg
N1_ncbi_literature,41878448,Treg
N1_ncbi_literature,41882589,Treg
N1_ncbi_literature,41882794,Treg
N1_ncbi_literature,41884844,Treg
N1_ncbi_literature,41884964,Treg
N1_ncbi_literature,41884988,Treg
N1_ncbi_literature,41885004,Treg
N1_ncbi_literature,41885581,Treg
N1_ncbi_literature,41887933,Treg
N1_ncbi_literature,41890742,Treg
N1_ncbi_literature,41890756,Treg
N1_ncbi_literature,41895288,Treg
N1_ncbi_literature,41898572,Treg
N1_ncbi_literature,41898719,Treg
N1_ncbi_literature,41900101,Treg
N1_ncbi_literature,41903503,Treg
N1_ncbi_literature,41905426,Treg
N1_ncbi_literature,41905457,Treg
N1_ncbi_literature,41906748,Treg
N1_ncbi_literature,41906980,Treg
N1_ncbi_literature,41912269,Treg
N1_ncbi_literature,41913614,Treg
N1_ncbi_literature,41916431,Treg
N1_ncbi_literature,41916982,Treg
N1_ncbi_literature,41917236,Treg
N1_ncbi_literature,41917787,Treg
N1_ncbi_literature,41918165,Treg
N1_ncbi_literature,41918722,Treg
N1_ncbi_literature,41918738,Treg
N1_ncbi_literature,41918750,Treg
N1_ncbi_literature,41920977,Treg
N1_ncbi_literature,41922825,Treg
N1_ncbi_literature,41923627,Memory CD8 T cell
N1_ncbi_literature,41924263,Memory CD8 T cell
N1_ncbi_literature,41924280,Treg
N1_ncbi_literature,41924761,Treg
N1_ncbi_literature,41925560,MAIT
N1_ncbi_literature,41926220,Memory CD4 T cell
N1_ncbi_literature,41928518,Memory CD8 T cell
N1_ncbi_literature,41928520,Memory CD4 T cell
N1_ncbi_literature,41930720,Treg
N1_ncbi_literature,41931599,Treg
N1_ncbi_literature,41932288,Treg
N1_ncbi_literature,41932343,Treg
N1_ncbi_literature,41933277,Treg
N1_ncbi_literature,41934308,Treg
N1_ncbi_literature,41934610,Treg
N1_ncbi_literature,41935998,Treg
N1_ncbi_literature,41936276,Treg
N1_ncbi_literature,41936742,Treg
N1_ncbi_literature,41939907,Treg
N1_ncbi_literature,41940979,Memory CD4 T cell
N1_ncbi_literature,41941971,Treg
N1_ncbi_literature,41943519,gamma delta T
N1_ncbi_literature,41944372,Treg
N1_ncbi_literature,41944384,Treg
N1_ncbi_literature,41946125,Memory CD8 T cell
N1_ncbi_literature,41948347,Treg
N1_ncbi_literature,41949652,Naive CD4 T cell
N1_ncbi_literature,41949720,Treg
N1_ncbi_literature,41950321,Memory CD4 T cell
N1_ncbi_literature,41952112,Treg
N1_ncbi_literature,41956929,gamma delta T
N1_ncbi_literature,41957091,Treg
N1_ncbi_literature,41957556,Memory CD8 T cell
N1_ncbi_literature,41958642,Naive CD4 T cell
N1_ncbi_literature,41958674,Naive CD8 T cell
N1_ncbi_literature,41958674,Treg
N1_ncbi_literature,41958676,Treg
N1_ncbi_literature,41961946,Treg
N1_ncbi_literature,41962645,Treg
N1_ncbi_literature,41963297,Treg
N1_ncbi_literature,41964275,Treg
N1_ncbi_literature,41964419,Treg
N1_ncbi_literature,41967210,Treg
N1_ncbi_literature,41972169,Treg
N1_ncbi_literature,41972181,Treg
N1_ncbi_literature,41972185,Treg
N1_ncbi_literature,41973341,Treg
N1_ncbi_literature,41974712,Treg
N1_ncbi_literature,41974917,MAIT
N1_ncbi_literature,41975460,Treg
N1_ncbi_literature,41977120,Treg
N1_ncbi_literature,41977296,Treg
N1_ncbi_literature,41978525,Treg
N1_ncbi_literature,41979099,Treg
N1_ncbi_literature,41979188,MAIT
N1_ncbi_literature,41979632,Treg
N1_ncbi_literature,41979700,Naive CD8 T cell
N1_ncbi_literature,41980059,Treg
N1_ncbi_literature,41980656,Treg
N1_ncbi_literature,41981494,Treg
N1_ncbi_literature,41984247,Treg
N1_ncbi_literature,41984825,Treg
N1_ncbi_literature,41985099,Treg
N1_ncbi_literature,41990155,MAIT
N1_ncbi_literature,41995138,Treg
N1_ncbi_literature,41995544,Treg
N1_ncbi_literature,41997138,Treg
N1_ncbi_literature,42000955,Treg
N1_ncbi_literature,42001947,MAIT
N1_ncbi_literature,42006140,Treg
N1_ncbi_literature,42008432,Treg
N1_ncbi_literature,42012649,Treg
N1_ncbi_literature,42012895,Proliferating T cell
N1_ncbi_literature,42014401,Treg
N1_ncbi_literature,42018002,Treg
N1_ncbi_literature,42018653,Naive CD4 T cell
N1_ncbi_literature,42021888,Treg
N1_ncbi_literature,42023226,Treg
N1_ncbi_literature,42023429,Treg
N1_ncbi_literature,42023437,MAIT
N1_ncbi_literature,42024441,Treg
N1_ncbi_literature,42025421,Treg
N1_ncbi_literature,42025585,Treg
N1_ncbi_literature,42026463,Treg
N1_ncbi_literature,42026713,Treg
N1_ncbi_literature,42030889,Treg
N1_ncbi_literature,42033075,Treg
N1_ncbi_literature,42033764,Memory CD8 T cell
N1_ncbi_literature,42034524,Treg
N1_ncbi_literature,42035437,Treg
N1_ncbi_literature,42037261,Treg
N1_ncbi_literature,42038463,Treg
N1_ncbi_literature,42039205,Treg
N1_ncbi_literature,42039208,Treg
N1_ncbi_literature,42041246,Treg
N1_ncbi_literature,42043637,Treg
N1_ncbi_literature,42043727,Treg
N1_ncbi_literature,42045477,Treg
N1_ncbi_literature,42046256,MAIT
N1_ncbi_literature,42046256,Memory CD8 T cell
N1_ncbi_literature,42047971,Treg
N1_ncbi_literature,42048731,Treg
N1_ncbi_literature,42049424,Treg
N1_ncbi_literature,42050237,Treg
N1_ncbi_literature,42050659,Proliferating T cell
N1_ncbi_literature,42054076,MAIT
N1_ncbi_literature,42056527,Treg
N1_ncbi_literature,42057030,Treg
N1_ncbi_literature,42059108,Treg
N1_ncbi_literature,42061771,MAIT
N1_ncbi_literature,42061855,Proliferating T cell
N1_ncbi_literature,42061983,Memory CD8 T cell
N1_ncbi_literature,42064042,Treg
N1_ncbi_literature,42064044,Treg
N1_ncbi_literature,42064052,Treg
N1_ncbi_literature,42064090,MAIT
N1_ncbi_literature,42066063,Treg
N1_ncbi_literature,42069653,Treg
N1_ncbi_literature,42069657,Treg
N1_ncbi_literature,42074007,Treg
N1_ncbi_literature,42074100,Treg
N1_ncbi_literature,42075029,Treg
N1_ncbi_literature,42075776,Treg
N1_ncbi_literature,42079587,DN T cell
N1_ncbi_literature,42079605,Treg
N1_ncbi_literature,42079647,Treg
N1_ncbi_literature,42079652,Treg
N1_ncbi_literature,42080308,Treg
N1_ncbi_literature,42081487,Treg
N1_ncbi_literature,42084784,Treg
N1_ncbi_literature,42086562,Treg
N1_ncbi_literature,42086904,Treg
N1_ncbi_literature,42087386,Treg
N1_ncbi_literature,42088414,Treg
N1_ncbi_literature,42088503,Treg
N1_ncbi_literature,42089905,Treg
N1_ncbi_literature,42090906,Treg
N1_ncbi_literature,42091580,MAIT
N1_ncbi_literature,42093455,Treg
N1_ncbi_literature,42094004,Treg
N1_ncbi_literature,42095447,Treg
N1_ncbi_literature,42099627,Treg
N1_ncbi_literature,42099633,Treg
N1_ncbi_literature,42100812,Treg
N1_ncbi_literature,42102540,Treg
N1_ncbi_literature,42102811,Treg
N1_ncbi_literature,42103358,Treg
N1_ncbi_literature,42105235,Treg
N1_ncbi_literature,42107445,Naive CD4 T cell
N1_ncbi_literature,42112839,Treg
N1_ncbi_literature,42117055,Treg
N1_ncbi_literature,42117497,Treg
N1_ncbi_literature,42118587,Treg
N1_ncbi_literature,42123716,Treg
N1_ncbi_literature,42126144,Treg
N1_ncbi_literature,42126428,Treg
N1_ncbi_literature,42128212,Treg
N1_ncbi_literature,42129303,Memory CD8 T cell
N1_ncbi_literature,42130013,Treg
N1_ncbi_literature,42130341,Memory CD4 T cell
N1_ncbi_literature,42132280,Treg
N1_ncbi_literature,42134325,Treg
N1_ncbi_literature,42136664,Treg
N1_ncbi_literature,42139329,Memory CD4 T cell
N1_ncbi_literature,42148082,Treg
N1_ncbi_literature,42148104,Treg
N1_ncbi_literature,42148108,Treg
N1_ncbi_literature,42150482,Treg
N1_ncbi_literature,42152416,Treg
N1_ncbi_literature,42153446,Treg
N1_ncbi_literature,42154554,Treg
N1_ncbi_literature,42154830,Treg
N1_ncbi_literature,42155009,Treg
N1_ncbi_literature,42155392,Treg
N1_ncbi_literature,42155831,Treg
N1_ncbi_literature,42156591,Memory CD4 T cell
N1_ncbi_literature,42161401,Treg
N1_ncbi_literature,42164507,Treg
N1_ncbi_literature,42166641,Treg
N1_ncbi_literature,42167954,Treg
N1_ncbi_literature,42169514,Treg
N1_ncbi_literature,42171604,Treg
N1_ncbi_literature,42171759,Treg
N1_ncbi_literature,42173562,Treg
N1_ncbi_literature,42173578,Naive CD4 T cell
N1_ncbi_literature,42173578,Treg
N1_ncbi_literature,42178725,Treg
N1_ncbi_literature,42183190,Treg
N1_ncbi_literature,42183204,Treg
N1_ncbi_literature,42183236,Treg
N1_ncbi_literature,42184694,Treg
N1_ncbi_literature,42192107,Treg
N1_ncbi_literature,42194070,Treg
N1_ncbi_literature,42196397,Treg
N1_ncbi_literature,42196414,Treg
N1_ncbi_literature,42196562,Treg
N1_ncbi_literature,42196594,Treg
N1_ncbi_literature,42196608,Treg
N1_ncbi_literature,42199416,Naive CD4 T cell
N1_ncbi_literature,42202751,Treg
N1_ncbi_literature,42203202,Treg
N1_ncbi_literature,42204033,Treg
N1_ncbi_literature,42204346,Treg
N1_ncbi_literature,42207333,Treg
N1_ncbi_literature,42208332,Treg
N1_ncbi_literature,42208635,Treg
N1_ncbi_literature,42210692,Memory CD4 T cell
N1_ncbi_literature,42212623,Treg
N1_ncbi_literature,42213824,Treg
N1_ncbi_literature,42216063,Treg
N1_ncbi_literature,42216358,Memory CD4 T cell
N1_ncbi_literature,42216398,Memory CD8 T cell
N1_ncbi_literature,42219545,Treg
N1_ncbi_literature,42220489,Treg
N1_ncbi_literature,42220510,Treg
N1_ncbi_literature,42225638,Treg
N1_ncbi_literature,42227661,Naive CD4 T cell
N1_ncbi_literature,42228169,Treg
N1_ncbi_literature,42228188,Memory CD4 T cell
N1_ncbi_literature,42228211,Treg
N1_ncbi_literature,42228771,MAIT
N1_ncbi_literature,42229606,Treg
N1_ncbi_literature,42230551,Treg
N1_ncbi_literature,42233009,Treg
N1_ncbi_literature,42233023,Treg
N1_ncbi_literature,42235313,Treg
N1_ncbi_literature,42239541,Treg
N1_ncbi_literature,42240195,Treg
N1_ncbi_literature,42241898,Treg
N1_ncbi_literature,42242573,Treg
N1_ncbi_literature,42242601,Treg
N1_ncbi_literature,42243532,Treg
N1_ncbi_literature,42244084,Treg
N1_ncbi_literature,42244992,Treg
N1_ncbi_literature,42245675,Treg
N1_ncbi_literature,42246166,Treg
N1_ncbi_literature,42248537,Treg
N1_ncbi_literature,42251338,Treg
N1_ncbi_literature,42251788,Treg
N1_ncbi_literature,42253960,gamma delta T
N1_ncbi_literature,42253972,Treg
N1_ncbi_literature,42253973,Treg
N1_ncbi_literature,42253991,Treg
N1_ncbi_literature,42258727,MAIT
N1_ncbi_literature,42258753,Treg
N1_ncbi_literature,42259541,Treg
N1_ncbi_literature,42260178,Naive CD8 T cell
N1_ncbi_literature,42260739,Treg
N1_ncbi_literature,42262196,Treg
N1_ncbi_literature,42262616,Treg
N1_ncbi_literature,42265370,Treg
N1_ncbi_literature,42265925,Treg
N1_ncbi_literature,42266136,Treg
N1_ncbi_literature,42268885,Treg
N1_ncbi_literature,42271628,Treg
N1_ncbi_literature,42273672,Memory CD4 T cell
N1_ncbi_literature,42273688,Treg
N1_ncbi_literature,42275616,Memory CD8 T cell
N1_ncbi_literature,42276407,Treg
N1_ncbi_literature,42277572,Treg
N1_ncbi_literature,42278461,Treg
N1_ncbi_literature,42284279,Naive CD4 T cell
N1_ncbi_literature,42284551,Treg
N1_ncbi_literature,42290566,gamma delta T
N1_ncbi_literature,42292426,Treg
N1_ncbi_literature,42292456,Treg
N1_ncbi_literature,42292481,Memory CD4 T cell
N1_ncbi_literature,42295497,Treg
N1_ncbi_literature,42304100,Treg
N1_ncbi_literature,42305548,Treg
N1_ncbi_literature,42307025,Treg
N1_ncbi_literature,42308155,Treg
N1_ncbi_literature,42308328,Treg
N1_ncbi_literature,42309459,Memory CD4 T cell
N1_ncbi_literature,42310165,Treg
N1_ncbi_literature,42311673,Treg
N1_ncbi_literature,42313977,Naive CD4 T cell
N1_ncbi_literature,42317310,Treg
N1_ncbi_literature,42317328,Treg
N1_ncbi_literature,42321431,Memory CD8 T cell
N1_ncbi_literature,42324975,Treg
N1_ncbi_literature,42327775,Treg
N1_ncbi_literature,42330053,Treg
N1_ncbi_literature,42333724,Treg
N1_ncbi_literature,42334497,Treg
N1_ncbi_literature,42334738,Treg
N1_ncbi_literature,42338164,gamma delta T
N1_ncbi_literature,42341157,Treg
N1_ncbi_literature,42343651,Treg
N1_ncbi_literature,42343687,Treg
N1_ncbi_literature,42344910,Treg
N1_ncbi_literature,42346074,Treg
N1_ncbi_literature,42350366,Treg
N1_ncbi_literature,42352321,Treg
N1_ncbi_literature,42358587,Memory CD4 T cell
N1_ncbi_literature,42358957,Memory CD8 T cell
N1_ncbi_literature,42358982,Treg
N1_ncbi_literature,42359980,Treg
N1_ncbi_literature,42360286,Treg
N1_ncbi_literature,42361043,Naive CD4 T cell
N1_ncbi_literature,42361199,Treg
N1_ncbi_literature,42361209,Treg
N1_ncbi_literature,42363540,Treg
N1_ncbi_literature,42365464,Treg
N1_ncbi_literature,42366311,Treg
N1_ncbi_literature,42366515,Treg
N1_ncbi_literature,42367788,Treg
N1_ncbi_literature,42370195,Naive CD4 T cell
N1_ncbi_literature,42373228,Treg
N1_ncbi_literature,42373588,Treg
N1_ncbi_literature,42374500,Treg
N1_ncbi_literature,42379737,Treg
N1_ncbi_literature,42382741,Treg
N1_ncbi_literature,42383349,Treg
N1_ncbi_literature,42387939,Naive CD4 T cell
N1_ncbi_literature,42387939,Treg
N1_ncbi_literature,42389517,Treg
N1_ncbi_literature,42392819,Treg
N1_ncbi_literature,42393838,Treg
N1_ncbi_literature,42394164,Treg
N1_ncbi_literature,42405950,Treg
N1_ncbi_literature,42409475,MAIT
N1_ncbi_literature,42413199,Naive CD4 T cell
N1_ncbi_literature,42415499,Treg
N1_ncbi_literature,42415697,Memory CD4 T cell
N1_ncbi_literature,42417911,Treg
N1_ncbi_literature,42421074,Treg
N1_ncbi_literature,42421951,MAIT
N1_ncbi_literature,42429750,Treg
N1_ncbi_literature,42430190,Treg
N1_ncbi_literature,42430443,Naive CD4 T cell
N1_ncbi_literature,42433358,Treg
N1_ncbi_literature,42433370,MAIT
N1_ncbi_literature,6161168,Proliferating T cell
N1_ncbi_literature,6189893,Proliferating T cell
N1_ncbi_literature,6205468,Proliferating T cell
N1_ncbi_literature,6208308,Proliferating T cell
N1_ncbi_literature,6229373,Proliferating T cell
N1_ncbi_literature,6229595,Proliferating T cell
N1_ncbi_literature,6333279,Proliferating T cell
N1_ncbi_literature,6340179,Proliferating T cell
N1_ncbi_literature,6455224,Proliferating T cell
N1_ncbi_literature,6818693,Proliferating T cell
N1_ncbi_literature,6973432,Proliferating T cell
N1_ncbi_literature,7489939,gamma delta T
N1_ncbi_literature,7489940,gamma delta T
N1_ncbi_literature,7490317,Proliferating T cell
N1_ncbi_literature,7490327,Proliferating T cell
N1_ncbi_literature,7490480,gamma delta T
N1_ncbi_literature,7491704,gamma delta T
N1_ncbi_literature,7494332,gamma delta T
N1_ncbi_literature,7497524,gamma delta T
N1_ncbi_literature,7500050,Memory CD4 T cell
N1_ncbi_literature,7500243,gamma delta T
N1_ncbi_literature,7500244,gamma delta T
N1_ncbi_literature,7501422,gamma delta T
N1_ncbi_literature,7502769,gamma delta T
N1_ncbi_literature,7502929,gamma delta T
N1_ncbi_literature,7504826,Memory CD4 T cell
N1_ncbi_literature,7504826,Naive CD4 T cell
N1_ncbi_literature,7505446,DN T cell
N1_ncbi_literature,7506554,Memory CD4 T cell
N1_ncbi_literature,7506722,Memory CD4 T cell
N1_ncbi_literature,7506950,Naive CD4 T cell
N1_ncbi_literature,7507498,gamma delta T
N1_ncbi_literature,7508509,gamma delta T
N1_ncbi_literature,7508835,Memory CD8 T cell
N1_ncbi_literature,7509833,gamma delta T
N1_ncbi_literature,7511004,gamma delta T
N1_ncbi_literature,7511631,gamma delta T
N1_ncbi_literature,7511639,gamma delta T
N1_ncbi_literature,7512594,Memory CD4 T cell
N1_ncbi_literature,7512594,Naive CD4 T cell
N1_ncbi_literature,7513316,Proliferating T cell
N1_ncbi_literature,7514151,gamma delta T
N1_ncbi_literature,7517574,gamma delta T
N1_ncbi_literature,7517873,gamma delta T
N1_ncbi_literature,7521363,Memory CD4 T cell
N1_ncbi_literature,7521809,gamma delta T
N1_ncbi_literature,7525848,Memory CD4 T cell
N1_ncbi_literature,7526442,gamma delta T
N1_ncbi_literature,7528674,gamma delta T
N1_ncbi_literature,7529558,gamma delta T
N1_ncbi_literature,7529789,gamma delta T
N1_ncbi_literature,7532660,gamma delta T
N1_ncbi_literature,7533490,gamma delta T
N1_ncbi_literature,7534135,gamma delta T
N1_ncbi_literature,7535593,gamma delta T
N1_ncbi_literature,7536769,Proliferating T cell
N1_ncbi_literature,7539037,Memory CD4 T cell
N1_ncbi_literature,7543333,gamma delta T
N1_ncbi_literature,7545501,gamma delta T
N1_ncbi_literature,7545980,gamma delta T
N1_ncbi_literature,7547686,Memory CD4 T cell
N1_ncbi_literature,7547686,Naive CD4 T cell
N1_ncbi_literature,7554383,gamma delta T
N1_ncbi_literature,7554384,gamma delta T
N1_ncbi_literature,7554391,Memory CD4 T cell
N1_ncbi_literature,7558114,gamma delta T
N1_ncbi_literature,7558166,gamma delta T
N1_ncbi_literature,7560812,gamma delta T
N1_ncbi_literature,7561083,Naive CD4 T cell
N1_ncbi_literature,7570437,gamma delta T
N1_ncbi_literature,7582708,gamma delta T
N1_ncbi_literature,7583917,gamma delta T
N1_ncbi_literature,7584140,gamma delta T
N1_ncbi_literature,7586674,gamma delta T
N1_ncbi_literature,7586685,gamma delta T
N1_ncbi_literature,7589153,Naive CD4 T cell
N1_ncbi_literature,7590341,gamma delta T
N1_ncbi_literature,7590868,gamma delta T
N1_ncbi_literature,7590898,gamma delta T
N1_ncbi_literature,7590929,gamma delta T
N1_ncbi_literature,7591116,gamma delta T
N1_ncbi_literature,7594459,Naive CD4 T cell
N1_ncbi_literature,7594560,Naive CD4 T cell
N1_ncbi_literature,7594567,gamma delta T
N1_ncbi_literature,7602091,Memory CD4 T cell
N1_ncbi_literature,7609087,Proliferating T cell
N1_ncbi_literature,7612411,gamma delta T
N1_ncbi_literature,7615835,gamma delta T
N1_ncbi_literature,7615997,gamma delta T
N1_ncbi_literature,7622197,gamma delta T
N1_ncbi_literature,7623350,gamma delta T
N1_ncbi_literature,7624961,Memory CD4 T cell
N1_ncbi_literature,7635946,gamma delta T
N1_ncbi_literature,7645397,gamma delta T
N1_ncbi_literature,7645854,gamma delta T
N1_ncbi_literature,7645859,gamma delta T
N1_ncbi_literature,7647900,gamma delta T
N1_ncbi_literature,7650376,gamma delta T
N1_ncbi_literature,7650426,gamma delta T
N1_ncbi_literature,7653209,gamma delta T
N1_ncbi_literature,7656464,gamma delta T
N1_ncbi_literature,7657743,gamma delta T
N1_ncbi_literature,7662191,Memory CD8 T cell
N1_ncbi_literature,7664488,gamma delta T
N1_ncbi_literature,7665983,gamma delta T
N1_ncbi_literature,7673722,gamma delta T
N1_ncbi_literature,7677232,gamma delta T
N1_ncbi_literature,7678601,gamma delta T
N1_ncbi_literature,7679964,gamma delta T
N1_ncbi_literature,7682202,Proliferating T cell
N1_ncbi_literature,7684433,DN T cell
N1_ncbi_literature,7688562,gamma delta T
N1_ncbi_literature,7688563,Proliferating T cell
N1_ncbi_literature,7688788,gamma delta T
N1_ncbi_literature,7689328,gamma delta T
N1_ncbi_literature,7692576,gamma delta T
N1_ncbi_literature,7699322,gamma delta T
N1_ncbi_literature,7699337,Naive CD4 T cell
N1_ncbi_literature,7702748,gamma delta T
N1_ncbi_literature,7704324,Proliferating T cell
N1_ncbi_literature,7704914,gamma delta T
N1_ncbi_literature,7706713,gamma delta T
N1_ncbi_literature,7706721,gamma delta T
N1_ncbi_literature,7706731,gamma delta T
N1_ncbi_literature,7718193,gamma delta T
N1_ncbi_literature,7718217,gamma delta T
N1_ncbi_literature,7718952,gamma delta T
N1_ncbi_literature,7722338,gamma delta T
N1_ncbi_literature,7725070,gamma delta T
N1_ncbi_literature,7731144,gamma delta T
N1_ncbi_literature,7738172,Memory CD8 T cell
N1_ncbi_literature,7738172,Naive CD8 T cell
N1_ncbi_literature,7738173,Memory CD8 T cell
N1_ncbi_literature,7738173,Naive CD4 T cell
N1_ncbi_literature,7738173,Naive CD8 T cell
N1_ncbi_literature,7742297,gamma delta T
N1_ncbi_literature,7751639,gamma delta T
N1_ncbi_literature,7753173,gamma delta T
N1_ncbi_literature,7755874,gamma delta T
N1_ncbi_literature,7759310,gamma delta T
N1_ncbi_literature,7759606,gamma delta T
N1_ncbi_literature,7763084,gamma delta T
N1_ncbi_literature,7768611,gamma delta T
N1_ncbi_literature,7769850,gamma delta T
N1_ncbi_literature,7774067,gamma delta T
N1_ncbi_literature,7774624,Naive CD4 T cell
N1_ncbi_literature,7784715,gamma delta T
N1_ncbi_literature,7785663,gamma delta T
N1_ncbi_literature,7791236,gamma delta T
N1_ncbi_literature,7797243,gamma delta T
N1_ncbi_literature,7797898,Memory CD8 T cell
N1_ncbi_literature,7805732,gamma delta T
N1_ncbi_literature,7806943,gamma delta T
N1_ncbi_literature,7813113,Proliferating T cell
N1_ncbi_literature,7814628,gamma delta T
N1_ncbi_literature,7819736,Naive CD4 T cell
N1_ncbi_literature,7822807,gamma delta T
N1_ncbi_literature,7823245,gamma delta T
N1_ncbi_literature,7828370,gamma delta T
N1_ncbi_literature,7835955,gamma delta T
N1_ncbi_literature,7836746,gamma delta T
N1_ncbi_literature,7836763,gamma delta T
N1_ncbi_literature,7844911,Memory CD4 T cell
N1_ncbi_literature,7851192,gamma delta T
N1_ncbi_literature,7853024,gamma delta T
N1_ncbi_literature,7858112,gamma delta T
N1_ncbi_literature,7859411,gamma delta T
N1_ncbi_literature,7865465,gamma delta T
N1_ncbi_literature,7868753,gamma delta T
N1_ncbi_literature,7868890,gamma delta T
N1_ncbi_literature,7869030,Memory CD4 T cell
N1_ncbi_literature,7869041,gamma delta T
N1_ncbi_literature,7889006,gamma delta T
N1_ncbi_literature,7889409,gamma delta T
N1_ncbi_literature,7890294,gamma delta T
N1_ncbi_literature,7890302,gamma delta T
N1_ncbi_literature,7890374,gamma delta T
N1_ncbi_literature,7890430,gamma delta T
N1_ncbi_literature,7899708,gamma delta T
N1_ncbi_literature,7901851,Naive CD4 T cell
N1_ncbi_literature,7901891,gamma delta T
N1_ncbi_literature,7902157,gamma delta T
N1_ncbi_literature,7902409,Memory CD4 T cell
N1_ncbi_literature,7902789,gamma delta T
N1_ncbi_literature,7905497,Naive CD4 T cell
N1_ncbi_literature,7906697,gamma delta T
N1_ncbi_literature,7909823,Naive CD4 T cell
N1_ncbi_literature,7909826,gamma delta T
N1_ncbi_literature,7909828,gamma delta T
N1_ncbi_literature,7911423,Memory CD4 T cell
N1_ncbi_literature,7912089,Naive CD4 T cell
N1_ncbi_literature,7912545,Memory CD4 T cell
N1_ncbi_literature,7912545,Naive CD4 T cell
N1_ncbi_literature,7913456,Naive CD4 T cell
N1_ncbi_literature,7914156,Memory CD4 T cell
N1_ncbi_literature,7915480,gamma delta T
N1_ncbi_literature,7917113,gamma delta T
N1_ncbi_literature,7917511,Memory CD4 T cell
N1_ncbi_literature,7918004,gamma delta T
N1_ncbi_literature,7923890,gamma delta T
N1_ncbi_literature,7928633,gamma delta T
N1_ncbi_literature,7929698,gamma delta T
N1_ncbi_literature,7930606,gamma delta T
N1_ncbi_literature,7930629,Proliferating T cell
N1_ncbi_literature,7933579,gamma delta T
N1_ncbi_literature,7934348,gamma delta T
N1_ncbi_literature,7940905,gamma delta T
N1_ncbi_literature,7942003,gamma delta T
N1_ncbi_literature,7945481,gamma delta T
N1_ncbi_literature,7954530,gamma delta T
N1_ncbi_literature,7954837,gamma delta T
N1_ncbi_literature,7957582,gamma delta T
N1_ncbi_literature,7957758,gamma delta T
N1_ncbi_literature,7960123,gamma delta T
N1_ncbi_literature,7960133,gamma delta T
N1_ncbi_literature,7963550,Naive CD8 T cell
N1_ncbi_literature,7963571,gamma delta T
N1_ncbi_literature,7964454,gamma delta T
N1_ncbi_literature,7966227,gamma delta T
N1_ncbi_literature,7973459,Proliferating T cell
N1_ncbi_literature,7978074,gamma delta T
N1_ncbi_literature,7983638,gamma delta T
N1_ncbi_literature,7988665,gamma delta T
N1_ncbi_literature,7989743,gamma delta T
N1_ncbi_literature,7989746,Memory CD8 T cell
N1_ncbi_literature,7994911,gamma delta T
N1_ncbi_literature,7996675,gamma delta T
N1_ncbi_literature,7998905,gamma delta T
N1_ncbi_literature,8002378,gamma delta T
N1_ncbi_literature,8006582,gamma delta T
N1_ncbi_literature,8012772,gamma delta T
N1_ncbi_literature,8019449,gamma delta T
N1_ncbi_literature,8020200,gamma delta T
N1_ncbi_literature,8021493,gamma delta T
N1_ncbi_literature,8021519,gamma delta T
N1_ncbi_literature,8024653,gamma delta T
N1_ncbi_literature,8025953,gamma delta T
